Id;Mots;Mots_sans_lastharaKa;Mots_sans_harakat;orientation;force;Score
30133;اتِّجَاهَةٌ;اتِّجَاهَة;اتجاهة;Neutre;Median;0.0
30134;اِتَّجَهَ;اِتَّجَه;اتجه;Positive;Low;1.0
30135;تَوَاجَهَ;تَوَاجَه;تواجه;Negative;Median;-2.0
30136;تَوَاجُهٌ;تَوَاجُه;تواجه;Negative;Median;-2.0
30137;تَوَاجُهَةٌ;تَوَاجُهَة;تواجهة;Negative;Low;-1.0
30138;تَوْجِيهٌ;تَوْجِيه;توجيه;Positive;Median;2.0
30139;تَوْجِيهَةٌ;تَوْجِيهَة;توجيهة;Positive;Low;1.0
30140;مُتَّجَهٌ;مُتَّجَه;متجه;Positive;Median;2.0
30141;مُتَّجَهٌ;مُتَّجَه;متجه;Positive;Median;2.0
30142;مُتَّجِهٌ;مُتَّجِه;متجه;Positive;Median;2.0
30143;مُتَوَاجَهٌ;مُتَوَاجَه;متواجه;Negative;Median;-2.0
30144;مُتَوَاجَهٌ;مُتَوَاجَه;متواجه;Negative;Median;-2.0
30145;مُتَوَاجِهٌ;مُتَوَاجِه;متواجه;Negative;High;-3.0
30146;مُوَاجَهٌ;مُوَاجَه;مواجه;Negative;Median;-2.0
30147;مُوَاجَهٌ;مُوَاجَه;مواجه;Negative;Median;-2.0
30148;مُوَاجِهٌ;مُوَاجِه;مواجه;Negative;Median;-2.0
30149;مُوَاجَهَةٌ;مُوَاجَهَة;مواجهة;Negative;Median;-2.0
30150;مُوَاجَهَةٌ;مُوَاجَهَة;مواجهة;Negative;Median;-2.0
30151;مُوَجَّهٌ;مُوَجَّه;موجه;Positive;Median;2.0
30152;مُوَجَّهٌ;مُوَجَّه;موجه;Positive;Median;2.0
30153;مُوَجِّهٌ;مُوَجِّه;موجه;Positive;High;3.0
30154;مَوْجَهٌ;مَوْجَه;موجه;Neutre;Median;0.0
30155;مَوْجِهٌ;مَوْجِه;موجه;Neutre;Median;0.0
30156;مُوجَهٌ;مُوجَه;موجه;Positive;Low;1.0
30157;مُوجَهٌ;مُوجَه;موجه;Positive;Low;1.0
30158;مُوجِهٌ;مُوجِه;موجه;Positive;Low;1.0
30159;مَوْجُوهٌ;مَوْجُوه;موجوه;Negative;Low;-1.0
30160;وَاجَهَ;وَاجَه;واجه;Negative;High;-3.0
30161;وَاجِهٌ;وَاجِه;واجه;Positive;High;3.0
30162;وِجَاهٌ;وِجَاه;وجاه;Neutre;Median;0.0
30163;وَجَاهَةٌ;وَجَاهَة;وجاهة;Positive;High;3.0
30164;وَجَّاهٌ;وَجَّاه;وجاه;Positive;High;3.0
30165;وَجَّهَ;وَجَّه;وجه;Positive;Median;2.0
30166;وَجَهَ;وَجَه;وجه;Negative;Low;-1.0
30167;وَجُهَ;وَجُه;وجه;Positive;Median;2.0
30168;وَجْهٌ;وَجْه;وجه;Neutre;Median;0.0
30169;وَجْهَةٌ;وَجْهَة;وجهة;Neutre;Median;0.0
30170;وِجْهَةٌ;وِجْهَة;وجهة;Neutre;Median;0.0
30171;وَجِيهٌ;وَجِيه;وجيه;Positive;High;3.0
30172;أَوْحَدَ;أَوْحَد;أوحد;Neutre;Median;0.0
30173;إِيحَادٌ;إِيحَاد;إيحاد;Neutre;Median;0.0
30174;إِيحَادَةٌ;إِيحَادَة;إيحادة;Neutre;Median;0.0
30175;اتِّحَادٌ;اتِّحَاد;اتحاد;Positive;High;3.0
30176;اتِّحَادَةٌ;اتِّحَادَة;اتحادة;Positive;Median;2.0
30177;اِتَّحَدَ;اِتَّحَد;اتحد;Positive;Median;2.0
30178;اِسْتَوْحَدَ;اِسْتَوْحَد;استوحد;Negative;High;-3.0
30179;اسْتِيحَادٌ;اسْتِيحَاد;استيحاد;Negative;High;-3.0
30180;اسْتِيحَادَةٌ;اسْتِيحَادَة;استيحادة;Negative;Low;-1.0
30181;تَوْحِيدٌ;تَوْحِيد;توحيد;Positive;Median;2.0
30182;تَوْحِيدَةٌ;تَوْحِيدَة;توحيدة;Positive;Low;1.0
30183;مُتَّحَدٌ;مُتَّحَد;متحد;Positive;Median;2.0
30184;مُتَّحَدٌ;مُتَّحَد;متحد;Positive;Median;2.0
30185;مُتَّحِدٌ;مُتَّحِد;متحد;Positive;High;3.0
30186;مُسْتَوْحَدٌ;مُسْتَوْحَد;مستوحد;Negative;High;-3.0
30187;مُسْتَوْحَدٌ;مُسْتَوْحَد;مستوحد;Negative;High;-3.0
30188;مُسْتَوْحِدٌ;مُسْتَوْحِد;مستوحد;Negative;High;-3.0
30189;مُوَحَّدٌ;مُوَحَّد;موحد;Positive;High;3.0
30190;مُوَحَّدٌ;مُوَحَّد;موحد;Positive;High;3.0
30191;مُوَحِّدٌ;مُوَحِّد;موحد;Positive;Median;2.0
30192;مَوْحِدٌ;مَوْحِد;موحد;Neutre;Median;0.0
30193;مُوحَدٌ;مُوحَد;موحد;Neutre;Median;0.0
30194;مُوحَدٌ;مُوحَد;موحد;Neutre;Median;0.0
30195;مُوحِدٌ;مُوحِد;موحد;Neutre;Median;0.0
30196;وَحَادَةٌ;وَحَادَة;وحادة;Neutre;Median;0.0
30197;وَحَّدَ;وَحَّد;وحد;Positive;Median;2.0
30198;وَحَدَ;وَحَد;وحد;Negative;Low;-1.0
30199;وَحُدَ;وَحُد;وحد;Negative;Median;-2.0
30200;وَحِدٌ;وَحِد;وحد;Neutre;Median;0.0
30201;وَحِدَ;وَحِد;وحد;Negative;Median;-2.0
30202;وَحْدٌ;وَحْد;وحد;Neutre;Median;0.0
30203;وَحْدَةٌ;وَحْدَة;وحدة;Negative;Median;-2.0
30204;وُحُودٌ;وُحُود;وحود;Neutre;Median;0.0
30205;وُحُودَةٌ;وُحُودَة;وحودة;Neutre;Median;0.0
30206;مُوَحْوَحٌ;مُوَحْوَح;موحوح;Negative;Median;-2.0
30207;مُوَحْوَحٌ;مُوَحْوَح;موحوح;Negative;Median;-2.0
30208;مُوَحْوِحٌ;مُوَحْوِح;موحوح;Negative;High;-3.0
30209;وِحْوَاحٌ;وِحْوَاح;وحواح;Negative;Low;-1.0
30210;وَحْوَحَ;وَحْوَح;وحوح;Negative;High;-3.0
30211;وَحْوَحَةٌ;وَحْوَحَة;وحوحة;Negative;Low;-1.0
30212;وَحْوَحَةٌ;وَحْوَحَة;وحوحة;Negative;Low;-1.0
30213;أَوْحَى;أَوْحَى;أوحى;Positive;Median;2.0
30214;إِيحَاءٌ;إِيحَاء;إيحاء;Neutre;Median;0.0
30215;إِيحَاءَةٌ;إِيحَاءَة;إيحاءة;Neutre;Median;0.0
30216;اِسْتَوْحَى;اِسْتَوْحَى;استوحى;Positive;Median;2.0
30217;اسْتِيحَاءٌ;اسْتِيحَاء;استيحاء;Neutre;Median;0.0
30218;اسْتِيحَاءَةٌ;اسْتِيحَاءَة;استيحاءة;Neutre;Median;0.0
30219;مُسْتَوْحٍ;مُسْتَوْح;مستوح;Positive;Median;2.0
30220;مُسْتَوْحًى;مُسْتَوْحى;مستوحى;Positive;High;3.0
30221;مُسْتَوْحًى;مُسْتَوْحى;مستوحى;Positive;High;3.0
30222;مُوحٍ;مُوح;موح;Positive;High;3.0
30223;مُوحًى;مُوحى;موحى;Positive;Median;2.0
30224;مُوحًى;مُوحى;موحى;Positive;Median;2.0
30225;أَوْخَمَ;أَوْخَم;أوخم;Negative;Median;-2.0
30226;إِيخَامٌ;إِيخَام;إيخام;Negative;High;-3.0
30227;إِيخَامَةٌ;إِيخَامَة;إيخامة;Negative;Low;-1.0
30228;اتِّخَامٌ;اتِّخَام;اتخام;Negative;Median;-2.0
30229;اتِّخَامَةٌ;اتِّخَامَة;اتخامة;Negative;Low;-1.0
30230;اِتَّخَمَ;اِتَّخَم;اتخم;Negative;Median;-2.0
30231;اِسْتَوْخَمَ;اِسْتَوْخَم;استوخم;Negative;Median;-2.0
30232;اسْتِيخَامٌ;اسْتِيخَام;استيخام;Negative;Median;-2.0
30233;اسْتِيخَامَةٌ;اسْتِيخَامَة;استيخامة;Negative;Low;-1.0
30234;تَوَخَّمَ;تَوَخَّم;توخم;Negative;Median;-2.0
30235;تَوَخُّمٌ;تَوَخُّم;توخم;Negative;Low;-1.0
30236;تَوَخُّمَةٌ;تَوَخُّمَة;توخمة;Negative;Low;-1.0
30237;تَوْخِيمٌ;تَوْخِيم;توخيم;Negative;Median;-2.0
30238;تَوْخِيمَةٌ;تَوْخِيمَة;توخيمة;Negative;Median;-2.0
30239;مُتَّخَمٌ;مُتَّخَم;متخم;Negative;High;-3.0
30240;مُتَّخَمٌ;مُتَّخَم;متخم;Negative;High;-3.0
30241;مُتَّخِمٌ;مُتَّخِم;متخم;Negative;Median;-2.0
30242;مُتَوَخَّمٌ;مُتَوَخَّم;متوخم;Negative;Median;-2.0
30243;مُتَوَخَّمٌ;مُتَوَخَّم;متوخم;Negative;Median;-2.0
30244;مُتَوَخِّمٌ;مُتَوَخِّم;متوخم;Negative;High;-3.0
30245;مُسْتَوْخَمٌ;مُسْتَوْخَم;مستوخم;Negative;Low;-1.0
30246;مُسْتَوْخَمٌ;مُسْتَوْخَم;مستوخم;Negative;Median;-2.0
30247;مُسْتَوْخِمٌ;مُسْتَوْخِم;مستوخم;Negative;High;-3.0
30248;مُوَاخَمٌ;مُوَاخَم;مواخم;Negative;Median;-2.0
30249;مُوَاخَمٌ;مُوَاخَم;مواخم;Neutre;Median;0.0
30250;مُوَاخِمٌ;مُوَاخِم;مواخم;Negative;High;-3.0
30251;مُوَاخَمَةٌ;مُوَاخَمَة;مواخمة;Negative;Low;-1.0
30252;مُوَاخَمَةٌ;مُوَاخَمَة;مواخمة;Negative;Low;-1.0
30253;مُوَخَّمٌ;مُوَخَّم;موخم;Negative;High;-3.0
30254;مُوَخَّمٌ;مُوَخَّم;موخم;Negative;High;-3.0
30255;مُوَخِّمٌ;مُوَخِّم;موخم;Negative;High;-3.0
30256;مَوْخَمٌ;مَوْخَم;موخم;Neutre;Median;0.0
30257;مَوْخِمٌ;مَوْخِم;موخم;Neutre;Median;0.0
30258;مُوخَمٌ;مُوخَم;موخم;Negative;Median;-2.0
30259;مُوخَمٌ;مُوخَم;موخم;Negative;Median;-2.0
30260;مُوخِمٌ;مُوخِم;موخم;Negative;Low;-1.0
30261;مَوْخُومٌ;مَوْخُوم;موخوم;Negative;Low;-1.0
30262;وَاخَمَ;وَاخَم;واخم;Negative;Median;-2.0
30263;وَاخِمٌ;وَاخِم;واخم;Negative;Median;-2.0
30264;وِخَامٌ;وِخَام;وخام;Negative;Median;-2.0
30265;وَخَامَةٌ;وَخَامَة;وخامة;Negative;Median;-2.0
30266;وَخَّامٌ;وَخَّام;وخام;Negative;High;-3.0
30267;وَخَّمَ;وَخَّم;وخم;Negative;Low;-1.0
30268;وَخَمٌ;وَخَم;وخم;Neutre;Median;0.0
30269;وَخَمَ;وَخَم;وخم;Negative;High;-3.0
30270;وَخُمَ;وَخُم;وخم;Negative;Low;-1.0
30271;وَخِمَ;وَخِم;وخم;Negative;Low;-1.0
30272;وَخْمٌ;وَخْم;وخم;Neutre;Median;0.0
30273;وَخْمٌ;وَخْم;وخم;Negative;Low;-1.0
30274;وَخْمَةٌ;وَخْمَة;وخمة;Neutre;Median;0.0
30275;وِخْمَةٌ;وِخْمَة;وخمة;Neutre;Median;0.0
30276;وُخُومٌ;وُخُوم;وخوم;Negative;Median;-2.0
30277;وُخُومَةٌ;وُخُومَة;وخومة;Negative;Low;-1.0
30278;وَخِيمٌ;وَخِيم;وخيم;Negative;High;-3.0
30279;تَوَخٍّ;تَوَخّ;توخ;Negative;Median;-2.0
30280;تَوَخَّى;تَوَخَّى;توخى;Negative;Median;-2.0
30281;تَوَخِّيَةٌ;تَوَخِّيَة;توخية;Negative;Low;-1.0
30282;مُتَوَخٍّ;مُتَوَخّ;متوخ;Negative;Median;-2.0
30283;مُتَوَخًّى;مُتَوَخّى;متوخى;Negative;Median;-2.0
30284;مُتَوَخًّى;مُتَوَخّى;متوخى;Negative;Median;-2.0
30285;مَوْدَدٌ;مَوْدَد;مودد;Positive;High;3.0
30286;وِدَادٌ;وِدَاد;وداد;Positive;Median;2.0
30287;وَدٌّ;وَدّ;ود;Positive;Low;1.0
30288;وُدٌّ;وُدّ;ود;Positive;High;3.0
30289;وِدٌّ;وِدّ;ود;Positive;Median;2.0
30290;وَدَّادٌ;وَدَّاد;وداد;Positive;Low;1.0
30291;وَدُودٌ;وَدُود;ودود;Positive;Median;2.0
30292;اتِّدَاعٌ;اتِّدَاع;اتداع;Positive;Median;2.0
30293;اتِّدَاعَةٌ;اتِّدَاعَة;اتداعة;Positive;Low;1.0
30294;اِتَّدَعَ;اِتَّدَع;اتدع;Positive;Median;2.0
30295;اِسْتَوْدَعَ;اِسْتَوْدَع;استودع;Positive;Median;2.0
30296;اسْتِيدَاعٌ;اسْتِيدَاع;استيداع;Positive;Median;2.0
30297;اسْتِيدَاعَةٌ;اسْتِيدَاعَة;استيداعة;Positive;Low;1.0
30298;تَوَدَّعَ;تَوَدَّع;تودع;Negative;Median;-2.0
30299;تَوَدُّعٌ;تَوَدُّع;تودع;Negative;Median;-2.0
30300;تَوَدُّعَةٌ;تَوَدُّعَة;تودعة;Negative;Low;-1.0
30301;دَعَةٌ;دَعَة;دعة;Neutre;Median;0.0
30302;دِعَةٌ;دِعَة;دعة;Neutre;Median;0.0
30303;مُتَّدَعٌ;مُتَّدَع;متدع;Positive;High;3.0
30304;مُتَّدَعٌ;مُتَّدَع;متدع;Positive;High;3.0
30305;مُتَّدِعٌ;مُتَّدِع;متدع;Positive;Median;2.0
30306;مُتَوَدَّعٌ;مُتَوَدَّع;متودع;Negative;Median;-2.0
30307;مُتَوَدَّعٌ;مُتَوَدَّع;متودع;Negative;Median;-2.0
30308;مُتَوَدِّعٌ;مُتَوَدِّع;متودع;Negative;High;-3.0
30309;مُسْتَوْدَعٌ;مُسْتَوْدَع;مستودع;Positive;Median;2.0
30310;مُسْتَوْدَعٌ;مُسْتَوْدَع;مستودع;Positive;Median;2.0
30311;مُسْتَوْدِعٌ;مُسْتَوْدِع;مستودع;Positive;High;3.0
30312;مُوَادَعٌ;مُوَادَع;موادع;Negative;Low;-1.0
30313;مُوَادَعٌ;مُوَادَع;موادع;Negative;Low;-1.0
30314;مُوَادِعٌ;مُوَادِع;موادع;Positive;Low;1.0
30315;مُوَادَعَةٌ;مُوَادَعَة;موادعة;Positive;Low;1.0
30316;مُوَادَعَةٌ;مُوَادَعَة;موادعة;Positive;Low;1.0
30317;مَوْدَعٌ;مَوْدَع;مودع;Positive;Low;1.0
30318;مَوْدِعٌ;مَوْدِع;مودع;Positive;Median;2.0
30319;مَوْدُوعٌ;مَوْدُوع;مودوع;Positive;Median;2.0
30320;وَادَعَ;وَادَع;وادع;Positive;Median;2.0
30321;وَادِعٌ;وَادِع;وادع;Positive;Low;1.0
30322;وِدَاعٌ;وِدَاع;وداع;Positive;Low;1.0
30323;وَدَاعَةٌ;وَدَاعَة;وداعة;Positive;Median;2.0
30324;وَدَّاعٌ;وَدَّاع;وداع;Negative;High;-3.0
30325;وَدَعَ;وَدَع;ودع;Positive;Low;1.0
30326;وَدُعَ;وَدُع;ودع;Positive;Median;2.0
30327;وَدْعٌ;وَدْع;ودع;Positive;Low;1.0
30328;وَدْعَةٌ;وَدْعَة;ودعة;Neutre;Median;0.0
30329;وِدْعَةٌ;وِدْعَة;ودعة;Positive;Low;1.0
30330;وَدِيعٌ;وَدِيع;وديع;Positive;High;3.0
30331;أَوْرَعَ;أَوْرَع;أورع;Positive;High;3.0
30332;إِيرَاعٌ;إِيرَاع;إيراع;Positive;Low;1.0
30333;إِيرَاعَةٌ;إِيرَاعَة;إيراعة;Positive;Low;1.0
30334;تَوَرَّعَ;تَوَرَّع;تورع;Positive;High;3.0
30335;تَوَرُّعٌ;تَوَرُّع;تورع;Positive;High;3.0
30336;تَوَرُّعَةٌ;تَوَرُّعَة;تورعة;Positive;Low;1.0
30337;مُتَوَرَّعٌ;مُتَوَرَّع;متورع;Positive;High;3.0
30338;مُتَوَرَّعٌ;مُتَوَرَّع;متورع;Positive;High;3.0
30339;مُتَوَرِّعٌ;مُتَوَرِّع;متورع;Positive;High;3.0
30340;مَوْرِعٌ;مَوْرِع;مورع;Positive;Low;1.0
30341;مُورَعٌ;مُورَع;مورع;Positive;Low;1.0
30342;مُورَعٌ;مُورَع;مورع;Positive;Median;2.0
30343;مُورِعٌ;مُورِع;مورع;Positive;Low;1.0
30344;وَرَاعٌ;وَرَاع;وراع;Positive;Low;1.0
30345;وَرَاعَةٌ;وَرَاعَة;وراعة;Positive;Median;2.0
30346;وَرَعٌ;وَرَع;ورع;Positive;High;3.0
30347;وَرُعَ;وَرُع;ورع;Positive;Median;2.0
30348;وَرِعَ;وَرِع;ورع;Positive;Median;2.0
30349;وَرْعٌ;وَرْع;ورع;Positive;Low;1.0
30350;وُرْعٌ;وُرْع;ورع;Positive;Median;2.0
30351;وَرْعَةٌ;وَرْعَة;ورعة;Positive;Low;1.0
30352;وُرْعَةٌ;وُرْعَة;ورعة;Positive;Median;2.0
30353;وُرُوعٌ;وُرُوع;وروع;Positive;High;3.0
30354;وُرُوعَةٌ;وُرُوعَة;وروعة;Positive;Median;2.0
30355;أَوْرَمَ;أَوْرَم;أورم;Negative;Median;-2.0
30356;إِيرَامٌ;إِيرَام;إيرام;Negative;Median;-2.0
30357;إِيرَامَةٌ;إِيرَامَة;إيرامة;Negative;Low;-1.0
30358;تَوَرَّمَ;تَوَرَّم;تورم;Negative;High;-3.0
30359;تَوَرُّمٌ;تَوَرُّم;تورم;Negative;High;-3.0
30360;تَوَرُّمَةٌ;تَوَرُّمَة;تورمة;Negative;Low;-1.0
30361;مُتَوَرَّمٌ;مُتَوَرَّم;متورم;Negative;High;-3.0
30362;مُتَوَرِّمٌ;مُتَوَرِّم;متورم;Negative;High;-3.0
30363;مَوْرِمٌ;مَوْرِم;مورم;Negative;Low;-1.0
30364;مُورَمٌ;مُورَم;مورم;Negative;Low;-1.0
30365;مُورِمٌ;مُورِم;مورم;Neutre;Median;0.0
30366;مَوْرُومٌ;مَوْرُوم;موروم;Negative;Median;-2.0
30367;وَارِمٌ;وَارِم;وارم;Negative;Median;-2.0
30368;وَرَّامٌ;وَرَّام;ورام;Negative;High;-3.0
30369;وَرَمٌ;وَرَم;ورم;Negative;Median;-2.0
30370;وَرِمَ;وَرِم;ورم;Negative;Median;-2.0
30371;وِرْمَةٌ;وِرْمَة;ورمة;Negative;Low;-1.0
30372;مَوْزِفٌ;مَوْزِف;موزف;Positive;Low;1.0
30373;مَوْزُوفٌ;مَوْزُوف;موزوف;Positive;Median;2.0
30374;وَازِفٌ;وَازِف;وازف;Positive;Median;2.0
30375;وَزَّافٌ;وَزَّاف;وزاف;Positive;High;3.0
30376;وَزَفَ;وَزَف;وزف;Positive;High;3.0
30377;وَزْفٌ;وَزْف;وزف;Positive;Low;1.0
30378;وَزْفَةٌ;وَزْفَة;وزفة;Positive;Low;1.0
30379;وِزْفَةٌ;وِزْفَة;وزفة;Positive;Low;1.0
30380;أَوْزَنَ;أَوْزَن;أوزن;Positive;High;3.0
30381;إِيزَانٌ;إِيزَان;إيزان;Positive;Median;2.0
30382;إِيزَانَةٌ;إِيزَانَة;إيزانة;Positive;Low;1.0
30383;اتِّزَانٌ;اتِّزَان;اتزان;Positive;Median;2.0
30384;اتِّزَانَةٌ;اتِّزَانَة;اتزانة;Positive;Low;1.0
30385;اِتَّزَنَ;اِتَّزَن;اتزن;Positive;Median;2.0
30386;مُتَّزَنٌ;مُتَّزَن;متزن;Positive;Median;2.0
30387;مُتَّزَنٌ;مُتَّزَن;متزن;Positive;Median;2.0
30388;مُتَّزِنٌ;مُتَّزِن;متزن;Positive;High;3.0
30389;مُوزَنٌ;مُوزَن;موزن;Positive;Median;2.0
30390;مُوزَنٌ;مُوزَن;موزن;Positive;Median;2.0
30391;مُوزِنٌ;مُوزِن;موزن;Positive;High;3.0
30392;أَوْسَخَ;أَوْسَخ;أوسخ;Negative;Median;-2.0
30393;إِيسَاخٌ;إِيسَاخ;إيساخ;Negative;High;-3.0
30394;إِيسَاخَةٌ;إِيسَاخَة;إيساخة;Negative;Low;-1.0
30395;اتِّسَاخٌ;اتِّسَاخ;اتساخ;Negative;High;-3.0
30396;اتِّسَاخَةٌ;اتِّسَاخَة;اتساخة;Negative;Low;-1.0
30397;اِتَّسَخَ;اِتَّسَخ;اتسخ;Negative;High;-3.0
30398;اِسْتَوْسَخَ;اِسْتَوْسَخ;استوسخ;Negative;High;-3.0
30399;اسْتِيسَاخٌ;اسْتِيسَاخ;استيساخ;Negative;High;-3.0
30400;اسْتِيسَاخَةٌ;اسْتِيسَاخَة;استيساخة;Negative;Low;-1.0
30401;تَوَسَّخَ;تَوَسَّخ;توسخ;Negative;Median;-2.0
30402;تَوَسُّخٌ;تَوَسُّخ;توسخ;Negative;Median;-2.0
30403;تَوَسُّخَةٌ;تَوَسُّخَة;توسخة;Negative;Low;-1.0
30404;تَوْسِيخٌ;تَوْسِيخ;توسيخ;Negative;Median;-2.0
30405;تَوْسِيخَةٌ;تَوْسِيخَة;توسيخة;Negative;Low;-1.0
30406;مُتَّسَخٌ;مُتَّسَخ;متسخ;Negative;High;-3.0
30407;مُتَّسَخٌ;مُتَّسَخ;متسخ;Negative;Median;-2.0
30408;مُتَّسِخٌ;مُتَّسِخ;متسخ;Negative;High;-3.0
30409;مُتَوَسَّخٌ;مُتَوَسَّخ;متوسخ;Negative;Median;-2.0
30410;مُتَوَسَّخٌ;مُتَوَسَّخ;متوسخ;Negative;High;-3.0
30411;مُتَوَسِّخٌ;مُتَوَسِّخ;متوسخ;Negative;High;-3.0
30412;مُسْتَوْسَخٌ;مُسْتَوْسَخ;مستوسخ;Negative;Median;-2.0
30413;مُسْتَوْسَخٌ;مُسْتَوْسَخ;مستوسخ;Negative;Median;-2.0
30414;مُسْتَوْسِخٌ;مُسْتَوْسِخ;مستوسخ;Negative;High;-3.0
30415;مَوْسَخٌ;مَوْسَخ;موسخ;Negative;Low;-1.0
30416;مُوسَخٌ;مُوسَخ;موسخ;Negative;Low;-1.0
30417;مُوسَخٌ;مُوسَخ;موسخ;Negative;Low;-1.0
30418;مُوسِخٌ;مُوسِخ;موسخ;Negative;Low;-1.0
